video_id,channelTitle,title,description,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption,Release_Time,Release_Month, Release_Day,TotalSecs,Date
_Ro5vx0WkvQ,MavinRecords,LADIPOE - Rap Messiah,"#ladipoe #rapmessiah #freestyle
Stream Rap Messiah - https://mavinrecords.lnk.to/rap-messiah

Follow LADIPOE:

Instagram - https://instagram.com/ladipoe​
Twitter - https://twitter.com/ladipoe​
TikTok - https://www.tiktok.com/@ladipoe.live

**Lyrics**

Hip Hop, Drill, EDM
Always killing shit on Afrobeats
Niggaz tryna raise the BPM
I’m trying to raise the GDP
Yeah, I’m talking in per capita
Rap Messiah, saving Africa
Bearing all the crossfire still an all-timer in the shooting caliber

Oya welcome to the zoo,
Irrelevant meetings on Zoom
Debating how so and so might be the G.O.A.T 
When it’s me that’s the elephant up in the room

RIP Woo
Omo e don do
Money by the bundle
You want war better make it art Sun Tzu Hit ‘em with the sonic boom

Right down to the after life
Asshole talk to me nice
Think it’s funny killing rappers seems to be the only way of keeping rap alive
“But you knew that” it’s a rapper life
LADIPOE that’s a copyright
Pardon me on looking down on niggaz having conversations at your proper height

Okay okay
Abi werey dey disguise
E so fun wan soro soke
But it’s okay
As we pull up in the ride
We dey go block Admiralty Way No be today

Dunno why you rewrite verses soon as I jump on it 
Maybe coz every time I spit lines I put my life on it Ladipoe
Take my advice on it
Ego and pride on it
Can’t put a price, value or size on it I’m ready to die fo this
Peter Rufai in a shirt and tie Protecting the goal is a 9 to 5
My résumé long as the number pi 
Circle smaller than the dot on 
I I’m a fucking vibe!
Up close no quotes
Way too blunt and cutthroat
Before we break in the door door door Shouting Opor ‘por ‘por
ON GOD!!
Before we break in the door door door Shouting Opor ‘por ‘por
ON GOD!!
Are you ready to go to war war war? Shouting Opor por por",2021-04-18 15:00:26,73620,2887,0.0,240.0,PT2M21S,hd,false,1900-01-01 15:00:26,April,Sunday,141.0,2021-04-18
ikP4ONYfhXc,MavinRecords,Mavin Future Five,"#mavin #futurefive

To apply: www.mavinrecords.com

The Mavin Future Five is a unique 6 months program that will give profound working experience in the music industry to 5 young graduates. They will receive mentorship from the Mavin team as they grow and evolve during the internship. As a member of our team, you will work on specific tasks critical to the label’s needs. 

Artists Relations Intern: Artist Development, Publishing, Sync Licensing Catalog

Digital Intern: Data Analysis, DSP Profiling, Playlisting, Music Technology, Web Development & CRM

New Business Intern: Brand Activations, Touring, Artist Management, Merch, Innovative Products, Partnerships

Creative Marketing Intern: Email Marketing, Social Media, Branding, Content Development, Influencer Marketing, 

Promotions & Publicity Intern: TV, Radio, Clubs, Press, Audience Development",2021-04-15 13:23:02,16256,520,0.0,30.0,PT55S,hd,false,1900-01-01 13:23:02,April,Thursday,55.0,2021-04-15
2dpNcLVp7gM,MavinRecords,Crayon talks with Melody Hassan (Studio Interview),"#crayon​ #twelveam​

I talk on my new EP with day 1 supporter, City FM OAP, Melody Hassan.

Stream Twelve A.M EP: https://mavinrecords.lnk.to/TwelveAM

Follow Crayon
Instagram: https://instagram.com/crayonthis​
Twitter: https://twitter.com/crayonthis

#crayon #melody #twelveam #afrobeat #mavinstudios #mavinfilms #interview",2021-04-13 16:00:01,4239,198,0.0,13.0,PT36M16S,hd,false,1900-01-01 16:00:01,April,Tuesday,2176.0,2021-04-13
pkPJIUbeePk,MavinRecords,Too Correct - Crayon x Rema (Lyric Breakdown),"#crayon​ #toocorrect​ #rema​

Too Correct is the second track on my Twelve AM EP, and it features bad boy Rema. In this video, we sat down to explain the meaning of the lyrics to the song. 

Stream Twelve A.M EP: https://mavinrecords.lnk.to/TwelveAM

Follow Crayon
Instagram: https://instagram.com/crayonthis​
Twitter: https://twitter.com/crayonthis

#crayon #rema #melody #twelveam #afrobeat #mavinstudios #mavinfilms #interview",2021-04-13 13:30:09,19349,847,0.0,48.0,PT8M11S,hd,false,1900-01-01 13:30:09,April,Tuesday,491.0,2021-04-13
V8-S10DApZg,MavinRecords,Mavins - Ija [Remix] feat. Ayra Starr & TOKiMONSTA (Lyric Video),"#mavins #red #ayrastarr #tokimonsta #ija 

Pre-save the Dance Red Save Lives Vol.3: https://mavins.lnk.to/DanceREDSaveLivesIIISo

Follow Ayra Starr

Twitter: https://twitter.com/ayrastarr
YouTube: https://www.youtube.com/channel/UCK7oVw_ftuBIwiipiBf7ogA
Facebook: https://www.facebook.com/starrayra
Instagram: https://www.instagram.com/ayrastarr/

*Lyrics*

He say he like me and he want to
( He want to )
But he keeps fighting like it’s Kung fu
(Kung fu )
But ma ba ja if he want to
( If he wants to )
He like my body in that jumpsuit
(In that jumpsuit)
Pre chorus x2
He said turn your body up and down
I really like your style
The way you move that waist is bad
You make me wanna mad
Chorus
And I say baby to ba wa ija
To ri e ma wa ija
You don’t have to fi ara e ija
Ohhh baby
Yeah I love like that
You give me joy
You are on my mind
Boy you’re all I have
You’ll I have
Verse 2
Take me like a thief in the night
Ohhh baby wa gba
First you wanna vibe
Then you wanna ride
I know what you like I’ll give it to you right
No no oh oh
Come dey waka go
Oh oh
Tell me what you really want
oh oh
Tell me let me know
Pack your things
Take your leave
Tell me please
Otherwise

I’ll take the risk and let you leave
Oh oh-oh
Pre chorus x2
He said turn your body up and down
I really like your style
The way you move that waist is bad
You make me wanna mad
Chorus
And I say baby to ba wa ija
To ri e ma wa ija
You don’t have to fi ara e ija
Ohhh baby
Yeah I love like that
You give me joy
You are on my mind
Boy you’re all I have
You’ll I have",2021-03-27 15:06:21,18611,479,0.0,21.0,PT3M11S,hd,false,1900-01-01 15:06:21,March,Saturday,191.0,2021-03-27
T6tYkmISA1g,MavinRecords,Crayon - Jackpot feat. Bella Shmurda (Official Audio),"#crayon #jackpot #bellashmurda

Stream Twelve A.M EP: https://mavinrecords.lnk.to/TwelveAM

Follow Crayon
Instagram: https://instagram.com/crayonthis​
Twitter: https://twitter.com/crayonthis


LYRICS 

Babyfresh I love this beat
Wawawa crayon oh..
Mo ti je jackpot han han jackpot
Oya chop jackpot han han jackpot
Sho ma je jackpot han han jackpot
We go chop jackpot honey pot
Oya buss it...
Maami don’t cry for me maami come dance for me maami come smile to me no no don’t frown
to me maami come dance for me maami don’t cry for me maami come smile to me maami come
dance for me...
You the best you the first from the rest you you the vice to the x to the y to the z maami girl eh
you the best you the best..
To the y to the z maami to the z to the highest Aswear you the best you the nicest
The finest what them talk you the baddest
Yes maami you the finest cannabis and nice you the highest baby come through lemme take
you there maami lemme take you there....
You the best you the first from the rest you you the vice to the x to the y to the z maami girl eh
you the best you the best..
Mo ti je jackpot han han jackpot
Oya chop jackpot han han jackpot
Sho ma je jackpot han han jackpot
We go chop jackpot honey pot
Oya buss it...
Me I wan chop I no fit wait for cutlery oh
I wan burss cos this your waist machinery oh Ayah po them plenty for gallery oh
But na you I Dey find I Dey for road missionary oh
Any where belle face na front ogbeni look front look away from my bae before you turn to pillar
of salt oh
From the east to the west we connect wireless this your fine permanent Shay them fine pass
you is it crack or na ment
From the east to the west we connect wireless body cream spotless
Pepper soup too hot this your body Dey vex I Dey sweat
Mo ti je jackpot han han jackpot
Oya chop jackpot han han jackpot
Sho ma je jackpot han han jackpot
We go chop jackpot honey pot
Oya buss it... Sho ma je jackpot han han jackpot

We go chop jackpot honey pot
Oya buss it...
Jackpot eh eh jackpot honey pot Oya buss it....",2021-03-25 23:03:45,19525,557,0.0,28.0,PT3M7S,hd,false,1900-01-01 23:03:45,March,Thursday,187.0,2021-03-25
iOyCbj5qfiQ,MavinRecords,Crayon - Man Dem feat. One Acen (Official Audio),"#crayon #mandem #oneacen

Stream Twelve A.M EP https://mavinrecords.lnk.to/TwelveAM

Follow Crayon
Instagram: https://instagram.com/crayonthis​
Twitter: https://twitter.com/crayonthis

LYRICS
Wawawa..... crayon...

Work too hard I must flex on you boyz dem
Work too hard I gats flex on you boyz dem
Work too hard I must flex on you boyz dem
Work too hard I must flex on you boyz dem

Hmmm.... ball on my man dem
Work too hard I must ball on my mandem
Can’t see me I go John cena mandem
Can’t touch me when I Dey with my mandem 


Inna my white Tees and blue Jean 
Dior belt, can’t go wrong with airforce1s 
Me I can’t go wrong with airforce1s
House party... party like the 90s 
East london girl say she Dey 19 tickle my fancy
We light one , pass one then shot on shot now.....
Like zoom zoom take you home to my room room enter my motor vroom vroom and I go give you like boom boom...


Impromptu I know that you want to..
Make I bash your backside like tony tetuila car too... I gat you I no go fit whine you make I hit you backside like tony tetuila car too....

Work too hard I must flex on you boyz dem
Work too hard I gats flex on you boyz dem
Work too hard I must flex on you boyz dem
Work too hard I must flex on you boyz dem

Hmmm.... ball on my man dem
Work too hard I must ball on my mandem
Can’t see me I go John cena mandem
Can’t touch me when I Dey with my mandem


Work too hard I must flex with the boys dem
Work too hard niggas didn’t have a choice then
Fronting on me, I was down on my luck so
Work too hard, I must flex on your boyfriend
Lost my girl, I’ma find me a new one soon
Cos I fuck any girl I want to
You’ve been on my mind, baby ima put it on you
Girl ima stretch your body like it’s exercise
First doggy, then her legs up high
Test me nigga, ill take mans wife
Or my nigga might just let one fly (BOOM)
I’m in Lagos Tryna get sunshine
Still driving like it’s left hand drive
Gyaldem know we’re charged up
They say AWON E LE, WON BAD GON

Crayon Chorus
Work too hard I must flex on you boyz dem
Work too hard I gats flex on you boyz dem
Work too hard I must flex on you boyz dem
Work too hard I must flex on you boyz dem

Hmmm.... ball on my man dem
Work too hard I must ball on my mandem
Can’t see me I go John cena mandem
Can’t touch me when I Dey with my mandem",2021-03-25 23:03:34,29495,766,0.0,29.0,PT2M53S,hd,false,1900-01-01 23:03:34,March,Thursday,173.0,2021-03-25
pCdgboWtvf4,MavinRecords,Crayon - Too Correct feat. Rema (Official Audio),"#crayon #toocorrect #rema

Stream Twelve A.M EP https://mavinrecords.lnk.to/TwelveAM

Follow Crayon
Instagram: https://instagram.com/crayonthis​
Twitter: https://twitter.com/crayonthis

LYRICS

Wawawa
Another banger...
I Dey for corner when I sight you but you know really know
I wear my dark shades suppose know how superstar thing Dey go inside my heart I Dey love
but for my face e no Dey show
Ahn......ahn.....
You carry my attention when I see you step on the floor Wetin you carry for your backside baby
ogologo this kind of girl oft clear my account baby obololo ahn.....
Baby you too correct oh too correct oh too correct oh
You Dey burst my head oh this your yansh be like tontolet own
Baby no finesse oh no finesse oh no finesse oh
Baby you just Dey vex oh Dey make my thing stand erect oh...
Hmmm...
Ha esosa talk say her name na esosa na she Dey suka my micasa yansh just be like bulldozer
ahhn... bulldozer I hope say I no regret am I tell am say when club don close make she link me
up for oriental ahn...
If this na true love if this one na fake love I know.. but anything wey sup I go let una know for my
next song....

I Dey for corner when I sight you but you know really know
I wear my dark shades suppose know how superstar thing Dey go inside my heart I Dey love
but for my face e no Dey show
Ahn......ahn.....
You carry my attention when I see you step on the floor Wetin you carry for your backside baby
ogologo this kind of girl oft clear my account baby obololo ahn.....

Crayon....
Oya bosi pangba I go like to Dey give you standard carry hook make I carry chorus oh you know
my money surplus oh and I go jam your buttocks oh..
I get driving license hmm and I go drive you crazy ehn.... come to my room jeka do something
oshamo you go chi chunchin eh...
Orisi risi she Dey give me dirty dirty
Eh eh la be kitchen ti mo fun e plenty plenty hmmm
Orisi risi how many rounds meje meje hmm
Naughty naughty hmm

I Dey for corner when I sight you but you know really know

I wear my dark shades suppose know how superstar thing Dey go inside my heart I Dey love
but for my face e no Dey show
Ahn......ahn.....
You carry my attention when I see you step on the floor Wetin you carry for your backside baby
wobolombo this kind of girl fit clear my account baby obololo ahn.....

Baby you too correct oh too correct oh too correct oh
You Dey burst my head oh this your yansh be like tontolet own
You Dey stay my head oh rent free oh rent free oh
You Dey shock me shock me elect elect oh
Vibes...",2021-03-25 23:03:28,245085,4217,0.0,251.0,PT3M29S,hd,false,1900-01-01 23:03:28,March,Thursday,209.0,2021-03-25
c48ZvABj8RI,MavinRecords,Crayon - In Sync (Official Audio),"#crayon #insync

Stream Twelve A.M EP: https://mavinrecords.lnk.to/TwelveAM

Follow Crayon
Instagram: https://instagram.com/crayonthis​
Twitter: https://twitter.com/crayonthis

LYRICS 

Giddem
Yeah yeah yeah.....London....wawawa
Crayon oh...
I just wan know if we Dey in sync
I just wan know if we Dey in sync yeah yeah... yeah yeah yeah yeah
I just wan know if we Dey in sync
If we Dey in sync yeah yeah yeah yeah....

I know wan rush the matter
I know wan force the matter
I wan know if you get more for your Jeans
Make I no go jinx am... I know wan fuck up oh
Your fragrance on my mattress
Too set omaema... undress my diva
If I hear say me I leave her wawawa....
Yeah yeah yeah

Give am (give am give am) I Dey give am ( give am give am)
I know I got to give am (give am give am)
She no believe am ... as Omo didun ( didun didun) I Dey give am ( give am give am)
She no fit to believe am she say I cut her liver....

I just wan know if we Dey in sync
I just wan know if we Dey in sync yeah yeah... yeah yeah yeah yeah
I just wan know if we Dey in sync
If we Dey in sync yeah yeah yeah yeah....

Grapes and strawberry things..
Break fast I bed before wake up
Baby girl me I gat you layed up
Everything about hit different
Everything about hit different, your face and kiss and touch and sexy that we had hit so different
hmmm hmmm...
Karma na bastard I don’t wanna loose you baby girl you gats assure me now...
Love you till infinity yeah ohh...
Love you till infinity yeah yeah......
Give am (give am give am) I Dey give am ( give am give am)
I know I got to give am (give am give am)

She no believe am ... as Omo didun ( didun didun) I Dey give am ( give am give am)
She no fit to believe am she say I cut her liver....
I just wan know if we Dey in sync
I just wan know if we Dey in sync yeah yeah... yeah yeah yeah yeah",2021-03-25 23:03:18,28104,788,0.0,49.0,PT3M20S,hd,false,1900-01-01 23:03:18,March,Thursday,200.0,2021-03-25
_PfZ_qfuTWg,MavinRecords,Crayon - Jackpot feat Bella Shmurda (Official Audio),"#crayon #jackpot #bella

Stream Jackpot: https://mavinrecords.lnk.to/jackpot

Follow Crayon
Instagram: https://instagram.com/crayonthis​
Twitter: https://twitter.com/crayonthis

LYRICS 

Babyfresh I love this beat
Wawawa crayon oh..
Mo ti je jackpot han han jackpot
Oya chop jackpot han han jackpot
Sho ma je jackpot han han jackpot
We go chop jackpot honey pot
Oya buss it...
Maami don’t cry for me maami come dance for me maami come smile to me no no don’t frown
to me maami come dance for me maami don’t cry for me maami come smile to me maami come
dance for me...
You the best you the first from the rest you you the vice to the x to the y to the z maami girl eh
you the best you the best..
To the y to the z maami to the z to the highest Aswear you the best you the nicest
The finest what them talk you the baddest
Yes maami you the finest cannabis and nice you the highest baby come through lemme take
you there maami lemme take you there....
You the best you the first from the rest you you the vice to the x to the y to the z maami girl eh
you the best you the best..
Mo ti je jackpot han han jackpot
Oya chop jackpot han han jackpot
Sho ma je jackpot han han jackpot
We go chop jackpot honey pot
Oya buss it...
Me I wan chop I no fit wait for cutlery oh
I wan burss cos this your waist machinery oh Ayah po them plenty for gallery oh
But na you I Dey find I Dey for road missionary oh
Any where belle face na front ogbeni look front look away from my bae before you turn to pillar
of salt oh
From the east to the west we connect wireless this your fine permanent Shay them fine pass
you is it crack or na ment
From the east to the west we connect wireless body cream spotless
Pepper soup too hot this your body Dey vex I Dey sweat
Mo ti je jackpot han han jackpot
Oya chop jackpot han han jackpot
Sho ma je jackpot han han jackpot
We go chop jackpot honey pot
Oya buss it... Sho ma je jackpot han han jackpot

We go chop jackpot honey pot
Oya buss it...
Jackpot eh eh jackpot honey pot Oya buss it....",2021-03-19 08:06:08,118097,2634,0.0,118.0,PT3M7S,hd,false,1900-01-01 08:06:08,March,Friday,187.0,2021-03-19
SOYcTVTpMxQ,MavinRecords,Johnny Drille -  Bad Dancer (Official Audio),"#johnny​ #drille​ #baddancer
Stream Bad Dancer: https://mavinrecords.lnk.to/bad-dancer

Follow Johnny Drille
Facebook: https://www.facebook.com/Johnnydrille...​
Instagram: https://www.instagram.com/johnnydrille/​
Twitter: https://twitter.com/Johnnydrille​
Spotify: https://open.spotify.com/artist/4f8vv...​
YouTube: https://www.youtube.com/user/official...​
Apple Music: https://music.apple.com/us/artist/joh...​


Verse
What a beautiful day Whenever I see your face 
Throw my worries away mad I hold you in my arms 
How happy you make me feel babe 
You fit perfectly with me baby 
You have my heart you keep it safe 

Chorus 
I’m a bad dancer but I’d love to take you slow dancing 
Into the starry night 
And I’ll hold you so closely and whisper into your ears 
That you’re beautiful and heavenly 
Baby you are my song 
Hope the music never stops Cos I’m deep in love 

Verse
I’ve been a better man 
Since I got you girl in my life
You’re so much more than I asked God for 
How did I get you girl in my life
How happy you make me feel babe 
You fit perfectly with me baby 
You have my heart you keep it safe 

Chorus 
I’m a bad dancer but I’d love to take you slow dancing 
Into the starry night 
And I’ll hold you so closely and whisper into your ears 
That you’re beautiful and heavenly 
Baby you are my song 
Hope the music never stops 

Bridge
Girl I’m begging you would you(Love me now)
Tomorrow too far away (Love me now) 
Girl don’t wait no longer just (Love me now)
Baby(Love me now) Baby (Love me) 
My baby love me now 
We don’t have eternity (Love me now)
Girl be my iyawo mi just (Love me now) 
Ogwima echi gianya (Love me now)
Baby(Love me now) Baby (Love me) 
My baby love me now 

Chorus
I’m a bad dancer but I’d love to take you slow dancing 
Into the starry night 
And I’ll hold you so closely and whisper into your ears 
That you’re beautiful and heavenly 
Baby you are my song 
Hope the music never stops 
Cos I’m deep in love

I've been a better man
Since I got you, girl, in my life",2021-02-19 07:19:01,109033,4198,0.0,310.0,PT3M53S,hd,false,1900-01-01 07:19:01,February,Friday,233.0,2021-02-19
SmbzdwnpZZs,MavinRecords,Ayra Starr - Away (Official Music Video),"#ayrastarr #away

Stream AYRA STARR EP: https://mavinrecords.lnk.to/ayrastarr

Follow Ayra Starr

Twitter: https://twitter.com/ayrastarr
YouTube: https://www.youtube.com/channel/UCK7oVw_ftuBIwiipiBf7ogA
Facebook: https://www.facebook.com/starrayra
Instagram: https://www.instagram.com/ayrastarr/

**Lyrics**

Verse1 :

How far
Make you no dey bother with me
Your father
What you wanna acquire with me
Stutter
Stutter like a motherfucker
I do not like it when you call me
When you been dey flex
With them girls up east
You dey flex
You con dey vex on top say I no want stress
Pre Chorus:
When you gonna understand
You can never be the man I stan
You can never be the one for me
Take away your trouble
And leave me be
Chorus :
Away(x4)
Ah-Ah Away ay
(Take all your trouble)
Away(x4)
Ah-Ah Away ay
(Take it , take it , take it )
Away(x4)
Ah-Ah Away ay
Verse 2
Understand
Understand I won’t
Understand I won’t be the girl that use to cry
Cry about a man that never came through
He dey lie
All the time
Let’s talk about a fool
Yahhh yeah
You keep talking but you’re tripping
Yahhh yeah
You keep talking

Pre Chorus:
When you gonna understand
You can never be the man I stan
You can never be the one for me
Take away your trouble
And leave me be
Chorus :
Away(x4)
Ah-Ah Away ay
(Take all your trouble)
Away(x4)
Ah-Ah Away ay
(Take it , take it , take it )
Away(x4)
Ah-Ah Away ay
Bridge :
How far
How far
How far
Tell me why you wanna call me
When you know that You not my type
This thing done dey pain me
No need to explain please
This thing done dey pain me
Chorus :
Away(x4)
Ah-Ah Away ay
(Take all your trouble)
Away(x4)
Ah-Ah Away ay
(Take it , take it , take it )
Away(x4)
Ah-Ah Away",2021-01-22 10:59:52,6385067,99057,0.0,3692.0,PT3M,hd,false,1900-01-01 10:59:52,January,Friday,180.0,2021-01-22
rL4KUo4hXgE,MavinRecords,Ayra Starr - Away (Official Audio),"#ayrastarr #away

Stream AYRA STARR EP: https://mavinrecords.lnk.to/ayrastarr

Follow Ayra Starr

Twitter: https://twitter.com/ayrastarr
YouTube: https://www.youtube.com/channel/UCK7oVw_ftuBIwiipiBf7ogA
Facebook: https://www.facebook.com/starrayra
Instagram: https://www.instagram.com/ayrastarr/

**Lyrics***

Verse1 :

How far
Make you no dey bother with me
Your father
What you wanna acquire with me
Stutter
Stutter like a motherfucker
I do not like it when you call me
When you been dey flex
With them girls up east
You dey flex
You con dey vex on top say I no want stress
Pre Chorus:
When you gonna understand
You can never be the man I stan
You can never be the one for me
Take away your trouble
And leave me be
Chorus :
Away(x4)
Ah-Ah Away ay
(Take all your trouble)
Away(x4)
Ah-Ah Away ay
(Take it , take it , take it )
Away(x4)
Ah-Ah Away ay
Verse 2
Understand
Understand I won’t
Understand I won’t be the girl that use to cry
Cry about a man that never came through
He dey lie
All the time
Let’s talk about a fool
Yahhh yeah
You keep talking but you’re tripping
Yahhh yeah
You keep talking

Pre Chorus:
When you gonna understand
You can never be the man I stan
You can never be the one for me
Take away your trouble
And leave me be
Chorus :
Away(x4)
Ah-Ah Away ay
(Take all your trouble)
Away(x4)
Ah-Ah Away ay
(Take it , take it , take it )
Away(x4)
Ah-Ah Away ay
Bridge :
How far
How far
How far
Tell me why you wanna call me
When you know that You not my type
This thing done dey pain me
No need to explain please
This thing done dey pain me
Chorus :
Away(x4)
Ah-Ah Away ay
(Take all your trouble)
Away(x4)
Ah-Ah Away ay
(Take it , take it , take it )
Away(x4)
Ah-Ah Away",2021-01-21 23:00:12,136955,2765,0.0,147.0,PT2M50S,hd,false,1900-01-01 23:00:12,January,Thursday,170.0,2021-01-21
Vp1mBsORBUA,MavinRecords,Ayra Starr -  Sare (Official Audio),"#ayrastarr #sare

Stream AYRA STARR EP: https://mavinrecords.lnk.to/ayrastarr


Follow Ayra Starr

Twitter: https://twitter.com/ayrastarr
YouTube: https://www.youtube.com/channel/UCK7oVw_ftuBIwiipiBf7ogA
Facebook: https://www.facebook.com/starrayra
Instagram: https://www.instagram.com/ayrastarr/

**Lyrics**

Chorus :
I can’t apologies
Cause my fairytale is you baby for life
So why can’t I fantasize
Cause I want you by my side
when I stop dreaming
Be mine
Verse 1
I want you here so ma sare
I want your love so don’t run away
Me and you take over the world
Standing where no man can put asunder tell me you say you won’t let go I'll hold you tight like
a Romeo
And I I'll show you say you be my own
Oh oh
Chorus :
I can’t apologies
Cause my fairytale is you & me baby for life
So why can’t I fantasize
Cause I want you by my side, when I stop dreaming
Be mine
Verse 2
You no dey play like a Ronaldo
You gum body like a Burna Boy
E funny cause get money o
And you no dey Jonze me like other boys
You gimme joy
You gimme joy
You gimme love
You gimme love
And I will always hold you dear
You mean a lot to me
Yeah
You mean a lot me
Yeah
Chorus :
I can’t apologise
Cause my fairytale is you & me baby for life

So why can’t I fantasize
Cause I want you by my side, when I stop dreaming
Be mine
Outro:
Gige l’abage
Gige l’abage
Ki mi rin gandangban titi yarin yarin
D’elejibgo oko mi oh
Wiwo l’abawo
Wiwo l’abawo
Ki mi rin gandangban titi yarin yarin
D’elejibgo oko mi oh",2021-01-21 23:00:08,196397,3813,0.0,225.0,PT2M41S,hd,false,1900-01-01 23:00:08,January,Thursday,161.0,2021-01-21
6Q2a1W99nu0,MavinRecords,Ayra Starr - Memories (Official Audio),"#ayrastarr #memories

Stream AYRA STARR EP: https://mavinrecords.lnk.to/ayrastarr

Follow Ayra Starr

Twitter: https://twitter.com/ayrastarr
YouTube: https://www.youtube.com/channel/UCK7oVw_ftuBIwiipiBf7ogA
Facebook: https://www.facebook.com/starrayra
Instagram: https://www.instagram.com/ayrastarr/

**Lyrics**

Verse -1
Follow follow me
Follow me to Italy
Hold me tight never leave
Never leave , never leave me
Pre chorus :
We go roll roll roll
Them go know know know
No be low low low
Baby make we show them
Chorus: x2
Maybe you can be my baby
Up and down with you crazy
Everybody knows
Memories don’t die
Verse-2
Na you be the koko
I’ve known since I met you
Your love makes me loco
Your smile makes me smile
Never on my own
Got your pictures on my phone
Oh baby
It’s you and me for live
Never leave your side
Pre chorus :
We go roll roll roll
Them go know know know
No be low low low
Baby make we show them
Chorus: x2
Maybe you can be my baby
Up and down with you crazy
Everybody knows
Memories don’t die

Follow follow me
Follow me to Italy
Hold me tight never leave
Never leave , never leave me
Bridge:
Memories don’t die
Memories don’t
Memories don’t die
Memories don’t
Memories don’t die
Chorus:
Maybe you can be my baby
Up and down with you crazy
Everybody knows
Memories don’t die",2021-01-21 23:00:07,170603,3518,0.0,122.0,PT2M36S,hd,false,1900-01-01 23:00:07,January,Thursday,156.0,2021-01-21
QKkgyVlMJNg,MavinRecords,Ayra Starr - Ija (Official Audio),"#ayrastarr #ija 

Follow Ayra Starr

Twitter: https://twitter.com/ayrastarr
YouTube: https://www.youtube.com/channel/UCK7oVw_ftuBIwiipiBf7ogA
Facebook: https://www.facebook.com/starrayra
Instagram: https://www.instagram.com/ayrastarr/

*Lyrics*

He say he like me and he want to
( He want to )
But he keeps fighting like it’s Kung fu
(Kung fu )
But ma ba ja if he want to
( If he wants to )
He like my body in that jumpsuit
(In that jumpsuit)
Pre chorus x2
He said turn your body up and down
I really like your style
The way you move that waist is bad
You make me wanna mad
Chorus
And I say baby to ba wa ija
To ri e ma wa ija
You don’t have to fi ara e ija
Ohhh baby
Yeah I love like that
You give me joy
You are on my mind
Boy you’re all I have
You’ll I have
Verse 2
Take me like a thief in the night
Ohhh baby wa gba
First you wanna vibe
Then you wanna ride
I know what you like I’ll give it to you right
No no oh oh
Come dey waka go
Oh oh
Tell me what you really want
oh oh
Tell me let me know
Pack your things
Take your leave
Tell me please
Otherwise

I’ll take the risk and let you leave
Oh oh-oh
Pre chorus x2
He said turn your body up and down
I really like your style
The way you move that waist is bad
You make me wanna mad
Chorus
And I say baby to ba wa ija
To ri e ma wa ija
You don’t have to fi ara e ija
Ohhh baby
Yeah I love like that
You give me joy
You are on my mind
Boy you’re all I have
You’ll I have",2021-01-21 23:00:06,88982,1790,0.0,124.0,PT3M15S,hd,false,1900-01-01 23:00:06,January,Thursday,195.0,2021-01-21
WjQqCUqBKP8,MavinRecords,Ayra Starr - DITR (Official Audio),"#ayrastarr #ditr

Stream AYRA STARR EP: https://mavinrecords.lnk.to/ayrastarr

Follow Ayra Starr

Twitter: https://twitter.com/ayrastarr
YouTube: https://www.youtube.com/channel/UCK7oVw_ftuBIwiipiBf7ogA
Facebook: https://www.facebook.com/starrayra
Instagram: https://www.instagram.com/ayrastarr/

**Lyrics**

Verse 1
Noticed the stars in the sky were lost
no its not me it’s just the place I was born
I thought this world was sane enough
It’s hard being the di t r
Hook :
I disobeyed
I taught you better
My mama yelled
Omomi wa da
Your child is changing
She started drinking
She’s doing drugs now
To end this feelings
Verse 2
She don dey do runs girl
She’s a bit shy God have mercy
Smoke a little Indian hem
Or se igbo labi
She’s still your baby
Nothing has changed please
She’s only aging
Peer pressure bad ni
Loving ties
Scary fight
All we know is loving people we don’t like
Just to vibe
Then we end up drinking liquor
In the night
With a smile
claiming that we satisfied
with all this fights
punches everywhere
like it's Christmas light
Hook:
I disobeyed
I taught you better
My mama yelled
Omomi wa da

Your boy is changing
he started drinking
he’s doing drugs now
To end this feelings
Bridge:
He’s a diamond in the rough
Now he’s just playing with a gun
Does he go to school anymore
Or is he the king of his cult
Hook:
Cause i disobeyed
I thought you better
My mama yelled
Omomi wa da
Your child is changing
they started drinking
He’s doing drugs now
To end this feelings
Outro:
Omomi wa da
Wa da",2021-01-21 23:00:06,65516,1430,0.0,87.0,PT2M13S,hd,false,1900-01-01 23:00:06,January,Thursday,133.0,2021-01-21
