video_id,channelTitle,title,description,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption,Release_Time,Release_Year,Release_Month, Release_Day,Date,TotalSecs
SmbzdwnpZZs,MavinRecords,Ayra Starr - Away (Official Music Video),"#ayrastarr #away

Stream AYRA STARR EP: https://mavinrecords.lnk.to/ayrastarr

Follow Ayra Starr

Twitter: https://twitter.com/ayrastarr
YouTube: https://www.youtube.com/channel/UCK7oVw_ftuBIwiipiBf7ogA
Facebook: https://www.facebook.com/starrayra
Instagram: https://www.instagram.com/ayrastarr/

**Lyrics**

Verse1 :

How far
Make you no dey bother with me
Your father
What you wanna acquire with me
Stutter
Stutter like a motherfucker
I do not like it when you call me
When you been dey flex
With them girls up east
You dey flex
You con dey vex on top say I no want stress
Pre Chorus:
When you gonna understand
You can never be the man I stan
You can never be the one for me
Take away your trouble
And leave me be
Chorus :
Away(x4)
Ah-Ah Away ay
(Take all your trouble)
Away(x4)
Ah-Ah Away ay
(Take it , take it , take it )
Away(x4)
Ah-Ah Away ay
Verse 2
Understand
Understand I won’t
Understand I won’t be the girl that use to cry
Cry about a man that never came through
He dey lie
All the time
Let’s talk about a fool
Yahhh yeah
You keep talking but you’re tripping
Yahhh yeah
You keep talking

Pre Chorus:
When you gonna understand
You can never be the man I stan
You can never be the one for me
Take away your trouble
And leave me be
Chorus :
Away(x4)
Ah-Ah Away ay
(Take all your trouble)
Away(x4)
Ah-Ah Away ay
(Take it , take it , take it )
Away(x4)
Ah-Ah Away ay
Bridge :
How far
How far
How far
Tell me why you wanna call me
When you know that You not my type
This thing done dey pain me
No need to explain please
This thing done dey pain me
Chorus :
Away(x4)
Ah-Ah Away ay
(Take all your trouble)
Away(x4)
Ah-Ah Away ay
(Take it , take it , take it )
Away(x4)
Ah-Ah Away",2021-01-22 10:59:52,6679815,101870,0,3711,PT3M,hd,false,1900-01-01 10:59:52,2021,January,Friday,2021-01-22,180.0
rL4KUo4hXgE,MavinRecords,Ayra Starr - Away (Official Audio),"#ayrastarr #away

Stream AYRA STARR EP: https://mavinrecords.lnk.to/ayrastarr

Follow Ayra Starr

Twitter: https://twitter.com/ayrastarr
YouTube: https://www.youtube.com/channel/UCK7oVw_ftuBIwiipiBf7ogA
Facebook: https://www.facebook.com/starrayra
Instagram: https://www.instagram.com/ayrastarr/

**Lyrics***

Verse1 :

How far
Make you no dey bother with me
Your father
What you wanna acquire with me
Stutter
Stutter like a motherfucker
I do not like it when you call me
When you been dey flex
With them girls up east
You dey flex
You con dey vex on top say I no want stress
Pre Chorus:
When you gonna understand
You can never be the man I stan
You can never be the one for me
Take away your trouble
And leave me be
Chorus :
Away(x4)
Ah-Ah Away ay
(Take all your trouble)
Away(x4)
Ah-Ah Away ay
(Take it , take it , take it )
Away(x4)
Ah-Ah Away ay
Verse 2
Understand
Understand I won’t
Understand I won’t be the girl that use to cry
Cry about a man that never came through
He dey lie
All the time
Let’s talk about a fool
Yahhh yeah
You keep talking but you’re tripping
Yahhh yeah
You keep talking

Pre Chorus:
When you gonna understand
You can never be the man I stan
You can never be the one for me
Take away your trouble
And leave me be
Chorus :
Away(x4)
Ah-Ah Away ay
(Take all your trouble)
Away(x4)
Ah-Ah Away ay
(Take it , take it , take it )
Away(x4)
Ah-Ah Away ay
Bridge :
How far
How far
How far
Tell me why you wanna call me
When you know that You not my type
This thing done dey pain me
No need to explain please
This thing done dey pain me
Chorus :
Away(x4)
Ah-Ah Away ay
(Take all your trouble)
Away(x4)
Ah-Ah Away ay
(Take it , take it , take it )
Away(x4)
Ah-Ah Away",2021-01-21 23:00:12,141985,2836,0,147,PT2M50S,hd,false,1900-01-01 23:00:12,2021,January,Thursday,2021-01-21,170.0
Vp1mBsORBUA,MavinRecords,Ayra Starr -  Sare (Official Audio),"#ayrastarr #sare

Stream AYRA STARR EP: https://mavinrecords.lnk.to/ayrastarr


Follow Ayra Starr

Twitter: https://twitter.com/ayrastarr
YouTube: https://www.youtube.com/channel/UCK7oVw_ftuBIwiipiBf7ogA
Facebook: https://www.facebook.com/starrayra
Instagram: https://www.instagram.com/ayrastarr/

**Lyrics**

Chorus :
I can’t apologies
Cause my fairytale is you baby for life
So why can’t I fantasize
Cause I want you by my side
when I stop dreaming
Be mine
Verse 1
I want you here so ma sare
I want your love so don’t run away
Me and you take over the world
Standing where no man can put asunder tell me you say you won’t let go I'll hold you tight like
a Romeo
And I I'll show you say you be my own
Oh oh
Chorus :
I can’t apologies
Cause my fairytale is you & me baby for life
So why can’t I fantasize
Cause I want you by my side, when I stop dreaming
Be mine
Verse 2
You no dey play like a Ronaldo
You gum body like a Burna Boy
E funny cause get money o
And you no dey Jonze me like other boys
You gimme joy
You gimme joy
You gimme love
You gimme love
And I will always hold you dear
You mean a lot to me
Yeah
You mean a lot me
Yeah
Chorus :
I can’t apologise
Cause my fairytale is you & me baby for life

So why can’t I fantasize
Cause I want you by my side, when I stop dreaming
Be mine
Outro:
Gige l’abage
Gige l’abage
Ki mi rin gandangban titi yarin yarin
D’elejibgo oko mi oh
Wiwo l’abawo
Wiwo l’abawo
Ki mi rin gandangban titi yarin yarin
D’elejibgo oko mi oh",2021-01-21 23:00:08,201771,3869,0,225,PT2M41S,hd,false,1900-01-01 23:00:08,2021,January,Thursday,2021-01-21,161.0
6Q2a1W99nu0,MavinRecords,Ayra Starr - Memories (Official Audio),"#ayrastarr #memories

Stream AYRA STARR EP: https://mavinrecords.lnk.to/ayrastarr

Follow Ayra Starr

Twitter: https://twitter.com/ayrastarr
YouTube: https://www.youtube.com/channel/UCK7oVw_ftuBIwiipiBf7ogA
Facebook: https://www.facebook.com/starrayra
Instagram: https://www.instagram.com/ayrastarr/

**Lyrics**

Verse -1
Follow follow me
Follow me to Italy
Hold me tight never leave
Never leave , never leave me
Pre chorus :
We go roll roll roll
Them go know know know
No be low low low
Baby make we show them
Chorus: x2
Maybe you can be my baby
Up and down with you crazy
Everybody knows
Memories don’t die
Verse-2
Na you be the koko
I’ve known since I met you
Your love makes me loco
Your smile makes me smile
Never on my own
Got your pictures on my phone
Oh baby
It’s you and me for live
Never leave your side
Pre chorus :
We go roll roll roll
Them go know know know
No be low low low
Baby make we show them
Chorus: x2
Maybe you can be my baby
Up and down with you crazy
Everybody knows
Memories don’t die

Follow follow me
Follow me to Italy
Hold me tight never leave
Never leave , never leave me
Bridge:
Memories don’t die
Memories don’t
Memories don’t die
Memories don’t
Memories don’t die
Chorus:
Maybe you can be my baby
Up and down with you crazy
Everybody knows
Memories don’t die",2021-01-21 23:00:07,190364,3771,0,125,PT2M36S,hd,false,1900-01-01 23:00:07,2021,January,Thursday,2021-01-21,156.0
QKkgyVlMJNg,MavinRecords,Ayra Starr - Ija (Official Audio),"#ayrastarr #ija 

Follow Ayra Starr

Twitter: https://twitter.com/ayrastarr
YouTube: https://www.youtube.com/channel/UCK7oVw_ftuBIwiipiBf7ogA
Facebook: https://www.facebook.com/starrayra
Instagram: https://www.instagram.com/ayrastarr/

*Lyrics*

He say he like me and he want to
( He want to )
But he keeps fighting like it’s Kung fu
(Kung fu )
But ma ba ja if he want to
( If he wants to )
He like my body in that jumpsuit
(In that jumpsuit)
Pre chorus x2
He said turn your body up and down
I really like your style
The way you move that waist is bad
You make me wanna mad
Chorus
And I say baby to ba wa ija
To ri e ma wa ija
You don’t have to fi ara e ija
Ohhh baby
Yeah I love like that
You give me joy
You are on my mind
Boy you’re all I have
You’ll I have
Verse 2
Take me like a thief in the night
Ohhh baby wa gba
First you wanna vibe
Then you wanna ride
I know what you like I’ll give it to you right
No no oh oh
Come dey waka go
Oh oh
Tell me what you really want
oh oh
Tell me let me know
Pack your things
Take your leave
Tell me please
Otherwise

I’ll take the risk and let you leave
Oh oh-oh
Pre chorus x2
He said turn your body up and down
I really like your style
The way you move that waist is bad
You make me wanna mad
Chorus
And I say baby to ba wa ija
To ri e ma wa ija
You don’t have to fi ara e ija
Ohhh baby
Yeah I love like that
You give me joy
You are on my mind
Boy you’re all I have
You’ll I have",2021-01-21 23:00:06,90560,1803,0,124,PT3M15S,hd,false,1900-01-01 23:00:06,2021,January,Thursday,2021-01-21,195.0
WjQqCUqBKP8,MavinRecords,Ayra Starr - DITR (Official Audio),"#ayrastarr #ditr

Stream AYRA STARR EP: https://mavinrecords.lnk.to/ayrastarr

Follow Ayra Starr

Twitter: https://twitter.com/ayrastarr
YouTube: https://www.youtube.com/channel/UCK7oVw_ftuBIwiipiBf7ogA
Facebook: https://www.facebook.com/starrayra
Instagram: https://www.instagram.com/ayrastarr/

**Lyrics**

Verse 1
Noticed the stars in the sky were lost
no its not me it’s just the place I was born
I thought this world was sane enough
It’s hard being the di t r
Hook :
I disobeyed
I taught you better
My mama yelled
Omomi wa da
Your child is changing
She started drinking
She’s doing drugs now
To end this feelings
Verse 2
She don dey do runs girl
She’s a bit shy God have mercy
Smoke a little Indian hem
Or se igbo labi
She’s still your baby
Nothing has changed please
She’s only aging
Peer pressure bad ni
Loving ties
Scary fight
All we know is loving people we don’t like
Just to vibe
Then we end up drinking liquor
In the night
With a smile
claiming that we satisfied
with all this fights
punches everywhere
like it's Christmas light
Hook:
I disobeyed
I taught you better
My mama yelled
Omomi wa da

Your boy is changing
he started drinking
he’s doing drugs now
To end this feelings
Bridge:
He’s a diamond in the rough
Now he’s just playing with a gun
Does he go to school anymore
Or is he the king of his cult
Hook:
Cause i disobeyed
I thought you better
My mama yelled
Omomi wa da
Your child is changing
they started drinking
He’s doing drugs now
To end this feelings
Outro:
Omomi wa da
Wa da",2021-01-21 23:00:06,67003,1450,0,87,PT2M13S,hd,false,1900-01-01 23:00:06,2021,January,Thursday,2021-01-21,133.0
p1UkSDP9McI,MavinRecords,LADIPOE - Jaiye (Aluna & Sigag Lauren Remix Lyric Video),"Proceeds from every stream of this track will go to support (RED)'s fight against AIDS & COVID-19 in sub-Saharan Africa. Learn more at https://www.red.org/reditorial/single-and-remix-competition-launch-with-mavin-records

@ladipoe @Aluna  @sigaglauren @Johnny Drille  #Jaiye #MavinRED

Stream Jaiye Remix 
https://lnk.to/jaiye-remix

Single artwork: Láolú (http://instagram.com/laolunyc)
Model: Maria Borges (http://instagram.com/iammariaborges)

Lyrics 

Verse 1
My desire
Was humble when I started out
but now it's time
I start a fire (start a fire)
Deep in my soul
I walk the wire, to the end

VERSE 2
From Lagos Island to mushin olosha
Dem no know but dem go know sha
Dem soon see the glow is solar
I’m not the first savage to say it’s All Over
I, cut the cash for all my soldiers
I, cut the grass expose the cobras (yeah)
Watch me shine through tinted rovers
Then Shut the game down like changing over!

BRIDGE
All I wanna do is live my life my way
Nobody can give my right to love away
My eyes can see with the lights turned out
You ain't gonna chain me, no one can hold me down

HOOK
What I wanna do 
J’aiye, J’aiye, J’aiye
All I wanna do right now
J’aiye, J’aiye, J’aiye
Baby what I wanna do is
J’aiye, J’aiye, J’aiye
All I wanna do is
J’aiye
All I wanna do is
J’aiye

Verse 3
Never been the one to let it go
Even when it's hard I never show
Using everything I got
Never trying to be someone I'm not

Bridge
All I wanna do is live my life my way
Nobody can give my right to love away
My eyes can see with the lights turned out
You ain't gonna chain me, no one can hold me down

Hook
What I wanna do 
J’aiye, J’aiye, J’aiye
All I wanna do right now
J’aiye, J’aiye, J’aiye
Baby what I wanna do is
J’aiye, J’aiye, J’aiye
All I wanna do is
J’aiye
All I wanna do is
J’aiye

Follow (RED):
Instagram - http://instagram.com/red
Twitter - http://twitter.com/red
TikTok - http://tiktok.com/@red
Facebook - http://facebook.com/joinred

Follow Ladipoe:
Instagram - https://instagram.com/ladipoe
Twitter - https://twitter.com/ladipoe
TikTok - https://www.tiktok.com/@ladipoe.live

Follow Aluna:
Instagram - https://instagram.com/aluna
Twitter - https://twitter.com/alunaaa
TikTok - https://www.tiktok.com/@alunasroom

Follow Sigag Lauren:
Instagram - https://instagram.com/sigaglauren
Twitter - https://twitter.com/sigaglauren",2020-12-15 23:07:13,82001,1002,0,30,PT3M41S,hd,false,1900-01-01 23:07:13,2020,December,Tuesday,2020-12-15,221.0
TY-8dP1_jNA,MavinRecords,Jaiye Remix Contest,"Help us celebrate Mavin’s new partnership with (RED) by entering our ‘Jaiye’ Remix Contest. One winner will be chosen to have their remix officially released on Mavin’s digital music channels as part of a special MAVIN X RED compilation album.

SUBMISSION GUIDELINES

Go to http://www.mavinred.org

1. Download the 'Jaiye' audio pack featuring the original audio and track stems.

2. Remix it into a club banger!!!

3. Upload your remix through the submission form at mavinred.org before 11:59PM WAT, January 7th, 2021. 

4. Post your remix on Instagram Reels with the hashtag #MavinRED.

Make sure you're following us on Instagram (http://instagram.com/mavinrecords) for contest updates, and the winning announcement. Date of announcement TBD.",2020-12-15 22:54:25,5327,73,0,6,PT32S,hd,false,1900-01-01 22:54:25,2020,December,Tuesday,2020-12-15,32.0
bKyY64-KSpk,MavinRecords,Johnny Drille - Mystery Girl (Official Music Video),"Johnny Drille Mystery Girl now streaming everywhere
https://lnk.to/Mystery-Girl
#johnny #drille #mysterygirl

Follow Johnny Drille everywhere
Facebook: https://www.facebook.com/Johnnydrillemusic
Instagram: https://www.instagram.com/johnnydrille/
Twitter: https://twitter.com/Johnnydrille
Spotify: https://open.spotify.com/artist/4f8vvLN5Rt3WszqOqVR9e9
YouTube: https://www.youtube.com/user/officialjohnnydrille
Apple Music: https://music.apple.com/us/artist/johnny-drille/1048119915


LYRICS
Intro
Paiya olalon
London

Verse 1
Sipping on life at the liquor bar
I see you at the corner
Are you alone tonight
Has anybody told you that you look so nice
Or am i the first guy
Oh baby I'm loving your style
Let me buy your drink for the night
Spend all my money on ya
Get you rings that you didn't have
So let's go to the time when you answer me yea
Cos it's cold in the dark

Chorus 1
Do you need some company girl
Oh hey mystery girl
What you doing all alone there
Oh hey mystery girl
Oh hey mystery girl
Oh hey mystery girl
What do I have to do to know your history girl?

Verse 2
I'm sitting in the dark at the busy bar
You at the corner
You're alone again tonight
Huh, I guess he doesn't tell you that you look so nice
He's not a nice guy
All these drinks making you fly
Step on the dance floor
You don't wanna be my odo
I see the lonely in your eyes
Come on let me make your night
So let's got to the time when you answer me yea
Cos it's cold in the dark

Chorus 2
Do you need some company girl
Oh hey mystery girl
What you doing all alone there
Oh hey mystery girl
Oh hey mystery girl
Oh hey mystery girl
What do I have to do to know your history girl?

Outro
Oh hey mystery girl
Oh hey mystery girl
Oh hey mystery girl
Oh hey mystery girl
Oh oh hey mystery girl
Oh hey mystery girl
What do I have to do to know you, mystery girl?

#johnny #drille #johnnydrille",2020-11-27 09:00:08,570255,18217,0,1227,PT3M30S,hd,false,1900-01-01 09:00:08,2020,November,Friday,2020-11-27,210.0
1uQYwmDZzi0,MavinRecords,Offica - OPOR feat. LADIPOE & Ajebutter 22 🇮🇪 🇳🇬(Vertical Viral Video),"Offica - OPOR Remix feat. LADIPOE & Ajebutter 22  🇮🇪 🇳🇬 

Stream Opor (Remix) Now 
https://offica.lnk.to/opor-remix",2020-11-25 17:10:26,8681,287,0,19,PT2M59S,hd,false,1900-01-01 17:10:26,2020,November,Wednesday,2020-11-25,179.0
YPmHSkvL81w,MavinRecords,Ladipoe ft. Joeboy - Yoruba Samurai (Official Audio),"Ladipoe Ft. Joeboy - Yoruba Samurai (Official Audio)
#yorubasamurai #ladipoe #joeboy

Stream Yoruba Samurai:
https://ladipoe.lnk.to/YorubaSamuraiSo

Lyrics:
Come get that summer vibe 
Welcome to my city in December time 
Generator sounding like a lullaby 
Feeling like a Yoruba Samurai 
Baby I’ll go to war for ya

We burning like candlelight
You can’t even measure it Fahrenheit  
Even if I see you in another life 
Baby, I’ll go to war for ya

See I no go fit lie say, my love for you I swear e sure gan 
Girl you dey blow my mind, you dey blow me away like say you be shotgun 
No lies, you are just my type omoge
No lie, no be lie girl you are just my type omoge

You‘re a killer without a gun 
With you I shine brighter than half of a yellow sun 
You know I studied chemistry, still I can do the math 
Two bodies and one soul is it what you and I have become 

Rest in peace your spirit of jealousy 
Did you kill it just to prove to me love is a felony 
You should write a book on changing a bad boy 
Who still like his holy water with some Hennesy 

Yeah 
She said 
She said I beg your pardon 
The way she back it up on I swear to god you think she good at parking 
You’re the only flower in my garden 
Need the water, the sun plus the summer vibe   

Welcome to my city in December time 
Generator sounding like a lullaby 
Feeling like a Yoruba Samurai 
Baby I’ll go to war for ya

We burning like candle light
You can’t even measure it Fahrenheit  
Even if I see you in another life 
Baby I’ll go to war for ya

See I no go fit lie say, my love for you I swear e sure gan 
Girl you dey blow my mind, you dey blow me away like say you be shotgun 
No lies, you are just my type omoge
No lie, no be lie girl you are just my type omoge

I have a promise to keep
Hold you down everyday in a world where there’s no gravity
Hold you close and bring back the time that we had the summer vibe

Summer vibe
Summer vibe 

Welcome to my city in December time 

December time
December time
December time

Generator sounding like a lullaby 

Lullaby
Lullaby yeah 

Feeling like a Yoruba Samurai 

Samurai ah ah ah ay 

Baby I’ll go to war for ya

See I no go fit lie say my love for you I swear e sure gan 
Girl you dey blow my mind, you dey blow me away like say you be shotgun 
No lies, you are just my type omoge
No lie, no be lie girl you are just my type omoge

Written by LADIPOE and Joeboy

#Ladipoe 
#Joeboy
#YorubaSamurai

Follow Ladipoe:
Instagram - https://instagram.com/ladipoe
Twitter - https://twitter.com/ladipoe
TikTok - https://www.tiktok.com/@ladipoe.live

Instagram - https://www.instagram.com/joeboyofficial/
Twitter - https://twitter.com/joeboyofficial
TikTok - https://www.tiktok.com/@joeboyofficial",2020-09-04 02:48:22,245946,4920,0,202,PT3M27S,hd,false,1900-01-01 02:48:22,2020,September,Friday,2020-09-04,207.0
KM-lm_Zo05s,MavinRecords,"Thutmose, Rema & R3HAB - Love in the Morning (Official Video)","Stream it on all platforms: https://empire.ffm.to/loveinthemorning




Follow Rema 
YouTube: http://youtube.com/heisrema
Instagram: http://instagram.com/heisrema
Twitter: http://twitter.com/heisrema


Follow Thutmose
https://www.facebook.com/ThutmoseMusic/
https://www.instagram.com/thutmose
https://www.twitter.com/badboythut


Follow R3HAB
Facebook: http://www.facebook.com/r3hab
Instagram: http://www.instagram.com/r3hab
Twitter: http://www.twitter.com/r3hab",2020-08-20 16:00:09,158565,4876,0,116,PT2M40S,hd,false,1900-01-01 16:00:09,2020,August,Thursday,2020-08-20,160.0
003A4inimCk,MavinRecords,Crayon - On Code Ft. London (Lyric Video),"Crayon - On Code Ft. London (Lyric Video)


Lyrics:
Wawawa ( eh eh) crayon o (London)

Every day I Dey thank my lord Oshey..
For bring you close to me oh
Everyday I Dey thank Jesus Oshey oh 
For bring you close to me oh (close to me hmm)

Pade mi ni sale oncode 
Je ka ri ra oncode 
Make you whine am oncode 

Pade mi ni sale oncode 
Je ka ri ra oncode 
Make you whine am oncode 


Na who born na who born you my baby o
You too fine , you too sweet like tangerine (oh) sweet oh ( ye) 

Na who born na who born you my baby o
You too fine , you too sweet like tangerine (oh) sweet oh ( ye) 

London! 

Gbona mo gbona lo owo  everyday mo gbona lo owo everyday we dey turnono 
Gbona mo gbona lo owo everyday mo shana lo owo everyday we dey turnono 
Girl I can love you for life you (you) Girl I can love you for life cos your loving sweet oh (hmm)

Pade mi ni sale oncode 
Je ka ri ra oncode 
Make you whine am oncode 

Pade mi ni sale oncode 
Je ka ri ra oncode 
Make you whine am oncode 


Na who born Na who born you my baby o
You too fine , you too sweet like tangerine (oh) sweet oh ( ye) 

Na who born Na who born you my baby o
You too fine , you too sweet like tangerine (oh) sweet oh ( ye) 
  
Babyfresh I love this beat eh eh 
 ( everyday I Dey thank my lord Oshey for bringing you close to me).",2020-08-17 16:00:00,25788,947,0,29,PT3M27S,hd,false,1900-01-01 16:00:00,2020,August,Monday,2020-08-17,207.0
IZvTjuUi7Kc,MavinRecords,Crayon - Do Me (Lyric Video),"Lyrics:
Baby fresh I love this beat...

Wawawa

Show me your waist work (eh)
I go give you the moon (eh) 
hmm we fit do am for titok (eh)
and I for like make we link up 
Lick your lip gloss 
show me your footwork (eh) 
you too bad na Wetin sup (Oshey oh )
Hmm if them like make them jealous (owe)
If them like make them jeaslous 
I still Dey love up yeah.....



Ma Shay mi beyen oh 
baby ma Shay mi beyen 
don’t do me 
don’t now (don’t do me)
baby don’t do me like that 
Ma Shay mi beyen oh 
baby I Dey here for ya 
don’t do me now don’t do me don’t me 



Baby if them wan find you 
make them come find me 
if e concern you e concern me 
if them wan try you them wan try me 
If e concern you e concern me 
amebo make them cho cho 
if e concern you e concern me 
if them wan touch you them wan touch me 
if e concern you e concern me 



Ordinary text I Dey para gan ni (eh)
I no wan hear say another man follow back door enter me I go kpa kpa ti tan mental (eh) 
e don do me 
all the love wey you give e don do me 
and as fine like this e don do me 
and as you set like e don me 
baby e don me...



Ma Shay mi beyen oh 
baby ma Shay mi beyen 
don’t do me 
don’t now (don’t do me) 
baby don’t do me like that 
Ma Shay mi beyen oh 
baby I Dey here for ya 
don’t do me now don’t do me don’t me 



Baby if them wan find you 
make them come find me 
if e concern you e concern me 
if them wan try you them wan try me 
If e concern you e concern me 
amebo make them cho cho 
if e concern you e concern me 
if them wan touch you them wan touch me 
if e concern you e concern me 


Ordinary text I Dey para gan ni (eh)
I no wan hear say another man follow back door enter me I go kpa kpa ti tan mental (eh) 
e don do me 
all the love wey you give e don do me 
and as fine like this e don do me 
and as you set like e don me 
baby e don me...",2020-08-14 11:00:11,93752,2202,0,89,PT2M55S,hd,false,1900-01-01 11:00:11,2020,August,Friday,2020-08-14,175.0
KKD3IVvtJHg,MavinRecords,Crayon - Do Me (Official Audio),"Crayon - Do Me (Official Audio)

Stream Do Me at https://crayon.lnk.to/DoMeSo",2020-08-14 08:34:24,30926,937,0,37,PT2M55S,hd,false,1900-01-01 08:34:24,2020,August,Friday,2020-08-14,175.0
7JSMtHFeKoA,MavinRecords,@Sayrahchips x Woman by Rema,"Which outfit is your favorite?

Stream Woman by Rema at https://www.youtube.com/watch?v=witjmEEV7Es",2020-08-09 19:00:01,18443,578,0,14,PT59S,hd,false,1900-01-01 19:00:01,2020,August,Sunday,2020-08-09,59.0
lurvwozCzZA,MavinRecords,Crayon x London - Best Guys,Listen to Crayon's latest single Sometime at http://bit.ly/crayon-sometime,2020-08-09 17:00:10,4639,186,0,9,PT10M45S,hd,false,1900-01-01 17:00:10,2020,August,Sunday,2020-08-09,645.0
MUPiqne_XFY,MavinRecords,@cocainnaofficial x Woman by Rema,"Which outfit is your favorite?


Stream Woman by Rema at https://www.youtube.com/watch?v=witjmEEV7Es",2020-08-08 20:21:23,52784,2402,0,49,PT48S,sd,false,1900-01-01 20:21:23,2020,August,Saturday,2020-08-08,48.0
6hL0jvqW8ps,MavinRecords,DNA - Arabanko Visuals (With Lyrics),DNA - Arabanko Visuals (With Lyrics),2020-08-07 16:00:01,37682,1022,0,56,PT4M10S,hd,false,1900-01-01 16:00:01,2020,August,Friday,2020-08-07,250.0
4okLw8KV2X8,MavinRecords,Crayon - On Code (Official Audio),"Lyrics:
Wawawa ( eh eh) crayon o (London)

Every day I Dey thank my lord Oshey..
For bring you close to me oh
Everyday I Dey thank Jesus Oshey oh 
For bring you close to me oh (close to me hmm)

Pade mi ni sale oncode 
Je ka ri ra oncode 
Make you whine am oncode 

Pade mi ni sale oncode 
Je ka ri ra oncode 
Make you whine am oncode 


Na who born na who born you my baby o
You too fine , you too sweet like tangerine (oh) sweet oh ( ye) 

Na who born na who born you my baby o
You too fine , you too sweet like tangerine (oh) sweet oh ( ye) 

London! 

Gbona mo gbona lo owo  everyday mo gbona lo owo everyday we dey turnono 
Gbona mo gbona lo owo everyday mo shana lo owo everyday we dey turnono 
Girl I can love you for life you (you) Girl I can love you for life cos your loving sweet oh (hmm)

Pade mi ni sale oncode 
Je ka ri ra oncode 
Make you whine am oncode 

Pade mi ni sale oncode 
Je ka ri ra oncode 
Make you whine am oncode 


Na who born Na who born you my baby o
You too fine , you too sweet like tangerine (oh) sweet oh ( ye) 

Na who born Na who born you my baby o
You too fine , you too sweet like tangerine (oh) sweet oh ( ye) 
  
Babyfresh I love this beat eh eh 
 ( everyday I Dey thank my lord Oshey for bringing you close to me).",2020-08-07 11:21:40,58723,1288,0,51,PT3M27S,hd,false,1900-01-01 11:21:40,2020,August,Friday,2020-08-07,207.0
xvJZlLAy3Ac,MavinRecords,Ladipoe Ft. Teni - Lemme Know (Remix) [Official Music Video],"Ladipoe Ft. Teni - Lemme Know (Remix) [Official Music Video]



Lyrics
Yo 

Your sugar mummy on my case like Teni 
I hate the jealousy, but love the envy  
All eyes on me I feel like Makaveli  
You on this wave then raise your hand and lemme know 

Your sugar mummy on my case like Teni 
I hate the jealousy, but love the envy  
All eyes on me I feel like Makaveli  
You on this wave then raise your hand and lemme know 

Yo
Ladies you don’t have to pretend 
So many of you in the DM 
Guessing some of them they must be maid of honors how I’m booking weddings every weekend 

Spending 9 to 5
At the traffic light 
People no dey really see the sacrifice 
Still they judging who you put the booty on 
Abeg back it up with every kilobyte

I know  
I’m just trying to break the cycle 
I’m playmaker for my life goals 
Things ain’t sliding back, they ain’t black and white, they ain’t half as bad as Micheal 

We got gang gang gang 
Femi kuti we bang bang bang 
Fire bender like Ang Ang Ang 
Now we laughing to the bank bank bank bank 

We no dey recognize face 
You can never stop our drive you’re using second hand brake
Every pastor that I meet just wants to give me handshake 
How I turned one unbeliever into my current fanbase 

Like
Oh by the way 
They owe me something from the budget of the Ministry Of Works coz I’m paving the way 
A superhero has to really know his worth before he ever thinks of saving the day 
Please be careful when you spelling my name
All in capital when in ABJ
I think we really need a bigger display 
Hol’ Up!
Hol’ Up!

Your sugar mummy on my case like Teni

(yah)
(remix)

Aye
Lemme know 
Take you fifty floors up in my condo 
Ye 
how we go ooh
How we go
Catching flights from Lagos down to Monaco 
Wo oh ooh 
Where the ballers dey 
Omo where the men dey 
Doing 95 from Lekki straight to Mende
Ye!
Omo dey your dey 
(Dey your dey)
Say make I dey my dey 
(Make I dey my dey)
Coz I’m motherfucking coal like am Wande
Wande ay ay ay 

Your sugar mummy on my case like Teni 
I hate the jealousy, but love the envy  
All eyes on me I feel like Makaveli  
You on this wave then raise your hand and lemme know 

Your sugar mummy on my case like Teni 
I hate the jealousy, but love the envy  
All eyes on me I feel like Makaveli  
You on this wave then raise your hand and lemme know 

We give dem Opebi, Magodo, and Lekki 
Like 3 of the phases 
Then give dem Gbagada, Omole and Yaba  
on different occasions 
Then give them Surulere on a late night 
Just because the turn up no dey stop if they should take light 

Where the ballers dey 
Omo where the men dey 
Doing 95 from Lekki straight to Mende
Ye!
Omo dey your dey 
(Dey your dey)
Say make I dey my dey 
(Make I dey my dey)
Coz I’m motherfucking coal like am Wande
Wande ay ay ay 

Oh yeah 

Your sugar mummy on my case like Teni 
I hate the jealousy, but love the envy  
All eyes on me I feel like Makaveli  
You on this wave then raise your hand and lemme know 

Your sugar mummy on my case like Teni 
I hate the jealousy, but love the envy  
All eyes on me I feel like Makaveli  
You on this wave then raise your hand and lemme know 

Gah damn 
Yeah I beg your pardon 
If Teni Makanaki
LADIPOE become a problem 
Lemme know 

Gah damn 
Yeah I beg your pardon 
If Teni Makanaki
LADIPOE become a problem 
Lemme know



#Ladipoe
#LemmeKnow",2020-08-03 14:00:40,717858,13195,0,555,PT4M1S,hd,false,1900-01-01 14:00:40,2020,August,Monday,2020-08-03,241.0
